"BR","UF ","Tipo de trecho","Desc Coinc","Código","Local de Início","Local de Fim","km inicial","km final","Extensão","Superfície Federal","Obras","Federal Coincidente","Administração","Ato legal","Estadual Coincidente","Superfície Est. Coincidente","Jurisdição","Superfície","Unidade Local"
"110","PB","Eixo Principal","-","110BPB0255","ENTR PB-306","DIV PB/PE","131.8","134.1","2.3","PLA","","110BPB0255","Estadual","","PB-262","PAV","Estadual","PLA",""
"110","PB","Eixo Principal","-","110BPB0310","DIV PE/PB","OURO VELHO","134.1","138.6","4.5","PLA","","110BPB0310","Estadual","","PB-250","PAV","Estadual","PLA",""
"110","PB","Eixo Principal","-","110BPB0315","OURO VELHO","PRATA","138.6","152.1","13.5","PLA","","110BPB0315","Estadual","","PB-250","PAV","Estadual","PLA",""
"110","PB","Eixo Principal","-","110BPB0320","PRATA","ENTR BR-412(A)","152.1","165.7","13.6","PLA","","110BPB0320","Estadual","","PB-250","PAV","Estadual","PLA",""
"110","PB","Eixo Principal","-","110BPB0330","ENTR BR-412(A)","ENTR BR-412(B)/PB-242/264 (MONTEIRO)","165.7","182.4","16.7","PAV","","110BPB0330;412BPB0090","Federal","","","","Federal","PAV","Campina Grande"
"110","PB","Eixo Principal","-","110BPB0350","ENTR BR-412(B)/PB-242/264 (MONTEIRO)","DIV PB/PE","182.4","193.8","11.4","PAV","","110BPB0350","Federal","","","","Federal","PAV","Campina Grande"
"110","PE","Eixo Principal","-","110BPE0270","DIV PB/PE","ENTR PE-263 (P/ITAPETIM)","0","14.3","14.3","PLA","","110BPE0270","Estadual","","Alienado","PAV","Estadual","PLA",""
"110","PE","Eixo Principal","-","110BPE0280","ENTR PE-263 (P/ITAPETIM)","ENTR PE-320 (SÃO JOSÉ DO EGITO)","14.3","24.7","10.4","PLA","","110BPE0280","Estadual","","Alienado","PAV","Estadual","PLA",""
"110","PE","Eixo Principal","-","110BPE0285","ENTR PE-320 (SÃO JOSÉ DO EGITO)","ENTR PE-275 (P/TUPARETAMA)","24.7","33.5","8.8","PLA","","110BPE0285","Estadual","","PE-275","PAV","Estadual","PLA",""
"110","PE","Eixo Principal","-","110BPE0290","ENTR PE-275 (P/TUPARETAMA)","DIV PE/PB","33.5","46","12.5","PLA","","110BPE0290","Estadual","","PE-264","PAV","Estadual","PLA",""
"110","PE","Eixo Principal","-","110BPE0370","DIV PB/PE","ENTR PE-280 (SERTÂNIA)","46","62","16","PLA","","110BPE0370","Estadual","","Alienado","PAV","Estadual","PLA",""
"110","PE","Eixo Principal","-","110BPE0390","ENTR PE-280 (SERTÂNIA)","ENTR BR-232 (CRUZEIRO DO NORDESTE)","62","93.7","31.7","PLA","","110BPE0390","Estadual","","Alienado","PAV","Estadual","PLA",""
"110","PE","Eixo Principal","-","110BPE0410","ENTR BR-232 (CRUZEIRO DO NORDESTE)","ENTR PE-290/312/360 (IBIMIRIM)","93.7","147.4","53.7","PAV","","110BPE0410","Federal","","","","Federal","PAV","Arcoverde"
"110","PE","Eixo Principal","-","110BPE0430","ENTR PE-290/312/360 (IBIMIRIM)","ENTR BR-316(A)/PE-355 (HOTEL DO PEBA)","147.4","177.6","30.2","IMP","","110BPE0430","Federal","","","","Federal","N_PAV","Arcoverde"
"110","PE","Eixo Principal","-","110BPE0450","ENTR BR-316(A)/PE-355 (HOTEL DO PEBA)","ACESSO PARA PETROLÂNDIA","177.6","215.8","38.2","IMP","","110BPE0450;316BPE0780","Federal","","","","Federal","N_PAV","Arcoverde"
"110","PE","Eixo Principal","-","110BPE0460","ACESSO PARA PETROLÂNDIA","ENTR BR-316(B) (P/FLORESTA)","215.8","219","3.2","IMP","","110BPE0460;316BPE0770","Federal","","","","Federal","N_PAV","Arcoverde"
"110","PE","Eixo Principal","-","110BPE0470","ENTR BR-316(B) (P/FLORESTA)","ENTR PE-375","219","225.1","6.1","PAV","","110BPE0470","Federal","","","","Federal","PAV","Salgueiro"
"110","PE","Eixo Principal","-","110BPE0510","ENTR PE-375","AV.OLINDA (JATOBÁ)","225.1","244.6","19.5","PAV","","110BPE0510","Federal","","","","Federal","PAV","Salgueiro"
"110","PE","Eixo Principal","-","110BPE0520","AV.OLINDA (JATOBÁ)","DIV PE/AL","244.6","260.1","15.5","PAV","","110BPE0520","Federal","","","","Federal","PAV","Salgueiro"
"110","RN","Eixo Principal","-","110BRN0010","ENTR R. R. BERNARDO (AREIA BRANCA)","ACESSO COMUNIDADE DE PEDRINHAS","0","4.8","4.8","PAV","","110BRN0010","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0015","ACESSO COMUNIDADE DE PEDRINHAS","ACESSO P/ PONTA DO MEL","4.8","8.2","3.4","PAV","","110BRN0015","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0020","ACESSO P/ PONTA DO MEL","ENTR RN-011 (P/ SERRA DO MEL)","8.2","10.5","2.3","PAV","","110BRN0020","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0022","ENTR RN-011 (P/ SERRA DO MEL)","ENTR RN-117 (AV LESTE - OESTE) *TRECHO URBANO*","10.5","46.6","36.1","PAV","","110BRN0022","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0025","ENTR RN-117 (AV LESTE - OESTE) *TRECHO URBANO*","ENTR AV PRES DUTRA (INIC TRECHO DUP) *TRECHO URBANO*","46.6","48.1","1.5","PAV","","110BRN0025","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0030","ENTR AV PRES DUTRA (INIC TRECHO DUP) *TRECHO URBANO*","FIM TRECHO DUP (TRAVESSIA DE MOSSORÓ) *TRECHO URBANO*","48.1","49.9","1.8","DUP","","110BRN0030","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0035","FIM TRECHO DUPLICADO (TRAVESSIA MOSSORÓ)*TRECHO URBANO*","ENTR BR-304(A)*TRECHO URBANO*","49.9","50.2","0.3","PAV","","110BRN0035","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0040","ENTR BR-304(A)*TRECHO URBANO*","ENTR BR-304(B)*TRECHO URBANO*","50.2","50.9","0.7","DUP","","110BRN0040;304BRN0100","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0045","ENTR BR-304(B)*TRECHO URBANO*","ENTR RN-405","50.9","87.6","36.7","PAV","","110BRN0045","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0050","ENTR RN-405","INÍCIO DUP (UPANEMA)*TRECHO URBANO*","87.6","98.6","11","PAV","","110BRN0050","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0060","INÍCIO DUP (UPANEMA) *TRECHO URBANO*","FIM DUP (UPANEMA)*TRECHO URBANO","98.6","100.3","1.7","DUP","","110BRN0060","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0062","FIM DUP (UPANEMA)*TRECHO URBANO","INÍCIO DUPLICAÇÃO (CAMPO GRANDE)","100.3","127.4","27.1","PAV","","110BRN0062","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0063","INÍCIO DUPLICAÇÃO (CAMPO GRANDE)","FIM DUPLICAÇÃO (CAMPO GRANDE)","127.4","127.8","0.4","DUP","","110BRN0063","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0065","FIM DUPLICAÇÃO (CAMPO GRANDE)","ENTR BR-226(A) (P/ TRIUNFO POTIGUAR)","127.8","128.6","0.8","PAV","","110BRN0065","Federal","","","","Federal","PAV","Mossoró"
"110","RN","Eixo Principal","-","110BRN0070","ENTR BR-226(A) (P/ TRIUNFO POTIGUAR)","ENTR BR-226(B) (JANDUÍS)","128.6","148.2","19.6","PAV","","110BRN0070;226BRN0305","Federal","","","","Federal","PAV","Pau dos Ferros"
"110","RN","Eixo Principal","-","110BRN0090","ENTR BR-226(B) (JANDUÍS)","DIV RN/PB *TRECHO MUNICIPAL*","148.2","161.9","13.7","PLA","","110BRN0090","Federal","","","","Federal","PLA",""
"110","RN","Eixo Principal","-","110BRN0150","DIV PB/RN","ENTR BR-427(A) *TRECHO MUNICIPAL*","161.9","177.6","15.7","PLA","","110BRN0150","Federal","","","","Federal","PLA",""
"110","RN","Eixo Principal","-","110BRN0170","ENTR BR-427(A)","ENTR BR-427(B) (P/ SERRA NEGRA DO NORTE)","177.6","184.2","6.6","PAV","","110BRN0170;427BRN0190","Federal","","","","Federal","PAV","Currais Novos"
"110","RN","Eixo Principal","-","110BRN0180","ENTR BR-427(B) (P/ SERRA NEGRA DO NORTE)","DIV RN/PB","184.2","187.9","3.7","PLA","","110BRN0180","Estadual","","RN-110","PAV","Estadual","PLA",""
"110","RN","Contorno","-","110CRN1005","ACESSO NORTE CAMPO GRANDE","ENTR RN-233","0","3.5","3.5","PLA","","110CRN1005","Federal","","","","Federal","PLA",""
"110","RN","Contorno","-","110CRN1010","ENTR RN-233","ACESSO SUL CAMPO GRANDE","3.5","4.2","0.7","PLA","","110CRN1010","Federal","","","","Federal","PLA",""
"116","CE","Acesso","-","116ACE1005","ENTR BR-116","AV. PRES. CASTELO BRANCO (HORIZONTE)","0","0.7","0.7","DUP","","116ACE1005","Federal","","","","Federal","PAV","Fortaleza"
"116","PR","Acesso","-","116APR1005","ENTR RODOANEL CONTORNO LESTE (QUATRO BARRAS)","ENTR PR-506 (QUATRO BARRAS)","0","4","4","DUP","","116APR1005","Concessão Federal","","","","Federal","PAV",""
"116","PR","Acesso","-","116APR1010","ENTR PR-506 (QUATRO BARRAS)","R. CERRO AZUL","4","10.4","6.4","DUP","","116APR1010","Concessão Federal","","","","Federal","PAV",""
"116","PR","Acesso","-","116APR1015","R. CERRO AZUL","FIM DA CONCESSÃO","10.4","16.5","6.1","DUP","","116APR1015","Concessão Federal","","","","Federal","PAV",""
"116","PR","Acesso","-","116APR1020","FIM DA CONCESSÃO","ENTR BR-116/476/LINHA VERDE (CURITIBA)","16.5","17.1","0.6","DUP","","116APR1020","Federal","","","","Federal","PAV",""
"116","PR","Acesso","-","116APR2005","ENTR BR-116","ENTR BR-476","0","3.7","3.7","PLA","","116APR2005","Federal","","","","Federal","PLA",""
"116","PR","Acesso","-","116APR2010","ENTR BR-476","ENTR PR-417 (P/COLOMBO)","3.7","10.7","7","PLA","","116APR2010","Federal","","","","Federal","PLA",""
"116","PR","Acesso","-","116APR3005","ENTR BR-116 (ACESSO NORTE CURITIBA)","ENTR PR-415 (P/PIRAQUARA)","0","8.2","8.2","PLA","","116APR3005","Federal","","","","Federal","PLA",""
"116","PR","Acesso","-","116APR3010","ENTR PR-415 (P/PIRAQUARA)","ENTR BR-277","8.2","15.6","7.4","PLA","","116APR3010","Federal","","","","Federal","PLA",""
"116","RJ","Acesso","-","116ARJ1005","ENTR BR-116","ACESSO TERESÓPOLIS","0","1.8","1.8","PAV","","116ARJ1005","Concessão Federal","","","","Federal","PAV","Seropédica"
"116","RS","Acesso","-","116ARS1005","ENTR BR-116","ENTR R. EDU CHAVES","0","3","3","DUP","","116ARS1005","Federal","","","","Federal","PAV","São Leopoldo"
"116","RS","Acesso","-","116ARS1205","2ª PONTE S/RIO GUAÍBA (15M APÓS FIM DA PONTE S/SACO DA ALEMOA)","2ª PONTE S/RIO GUAÍBA (ENTR R.DONA TEODORA E FREDERICO MENTZ)","0","4.2","4.2","DUP","","116ARS1205;290ARS1005","Federal","","","","Federal","PAV","São Leopoldo"
"116","RS","Acesso","-","116ARS2005","ACESSO NORDESTE JAGUARÃO","FRONT BRASIL/URUGUAI (ACESSO 2A PONTE R JAGUARÃO)","0","9.2","9.2","PLA","","116ARS2005","Federal","","","","Federal","PLA",""
"116","SC","Acesso","-","116ASC1005","ACESSO AEROPORTO","AEROPORTO DO PLANALTO SERRANO (C PINTO)","0","1.3","1.3","IMP","EOP","116ASC1005","Federal","","","","Federal","N_PAV","Lages"
"116","SP","Acesso","-","116ASP1005","ACESSO POTIM","ENTR R PROF LINDOLFO GOMES (POTIM)","0","4.5","4.5","PLA","","116ASP1005","Federal","","","","Federal","PLA",""
"116","SP","Acesso","-","116ASP2005","ENTR BR-116","ACESSO PEDRO TOLEDO","0","3","3","PAV","","116ASP2005","Concessão Federal","","","","Federal","PAV","Taubaté"
"116","BA","Eixo Principal","-","116BBA0490","DIV PE/BA (INÍCIO PONTE SOBRE O RIO SÃO FRANCISCO)","FIM DA PONTE SOBRE O RIO SÃO FRANCISCO (IBÓ)","0","0.5","0.5","PAV","","116BBA0490","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0491","FIM DA PONTE SOBRE O RIO SÃO FRANCISCO (IBÓ)","ENTR BA-210 (P/ABARÉ)","0.5","9.1","8.6","PAV","","116BBA0491","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0492","ENTR BA-210 (P/ABARÉ)","ENTR BA-310 (P/CHORROCHO)","9.1","46.5","37.4","PAV","","116BBA0492","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0494","ENTR BA-310 (P/CHORROCHO)","ENTR BA-311 (P/MACURURÉ)","46.5","74","27.5","PAV","","116BBA0494","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0496","ENTR BA-311 (P/MACURURÉ)","ENTR BR-423","74","87.1","13.1","PAV","","116BBA0496","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0510","ENTR BR-423","ENTR BR-235","87.1","155.2","68.1","PAV","","116BBA0510","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0550","ENTR BR-235","ENTR INÍCIO CONTORNO EUCLIDES DA CUNHA","155.2","205.2","50","PAV","","116BBA0550","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0560","ENTR INÍCIO CONTORNO EUCLIDES DA CUNHA","ENTR FIM CONTORNO EUCLIDES DA CUNHA","205.2","216.5","11.3","PAV","","116BBA0560","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0570","ENTR FIM CONTORNO EUCLIDES DA CUNHA","ENTR BA-381 (P/QUIJINGUE)","216.5","234.1","17.6","PAV","","116BBA0570","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0572","ENTR BA-381 (P/QUIJINGUE)","ENTR BR-410 (TUCANO)","234.1","277.1","43","PAV","","116BBA0572","Federal","","","","Federal","PAV","Euclides da Cunha"
"116","BA","Eixo Principal","-","116BBA0590","ENTR BR-410 (TUCANO)","RIO ANGICO","277.1","311.4","34.3","PAV","","116BBA0590","Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0591","RIO ANGICO","ENTR BA-408 (ARACI)","311.4","321","9.6","PAV","","116BBA0591","Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0592","ENTR BA-408 (ARACI)","ENTR BR-349 (TEOFILÂNDIA)","321","338.8","17.8","PAV","","116BBA0592","Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0610","ENTR BR-349 (TEOFILÂNDIA)","ENTR BA-233 (SERRINHA) (P/ BIRITINGA)","338.8","357","18.2","PAV","EOD","116BBA0610","Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0632","ENTR BA-233 (SERRINHA) (P/ BIRITINGA)","ENTR BA-400","357","369.1","12.1","PAV","EOD","116BBA0632","Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0650","ENTR BA-400","ENTR BA-504 (P/SANTANÓPOLIS)","369.1","403.1","34","PAV","EOD","116BBA0650","Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0670","ENTR BA-504 (P/SANTANÓPOLIS)","ENTR BR-324(A)","403.1","403.8","0.7","PAV","EOD","116BBA0670","Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0690","ENTR BR-324(A)","ENTR BR-324(B)/BA-502/503 (FEIRA DE SANTANA)","403.8","423.1","19.3","DUP","","116BBA0690;324BBA0330","Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0700","ENTR BR-324(B)/BA-502/503 (FEIRA DE SANTANA)","ACESSO CONTORNO DE FEIRA DE SANTANA","423.1","428.9","5.8","PAV","EOD","116BBA0700","Concessão Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0710","ACESSO CONTORNO DE FEIRA DE SANTANA","ENTR BA-052 (P/ IPIRÁ)","428.9","434.8","5.9","DUP","","116BBA0710","Concessão Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0712","ENTR BA-052 (P/ IPIRÁ)","ENTR BA-862 (P/CARDOSO)","434.8","451.2","16.4","DUP","","116BBA0712","Concessão Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0730","ENTR BA-862 (P/CARDOSO)","ENTR BA-120(A) (P/SANTO ESTEVÃO)","451.2","464.6","13.4","DUP","","116BBA0730","Concessão Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0750","ENTR BA-120(A) (P/SANTO ESTEVÃO)","ENTR BR-242(A) (P/ PARAGUAÇU)","464.6","498.7","34.1","PAV","EOD","116BBA0750","Concessão Federal","","","","Federal","PAV","Feira de Santana"
"116","BA","Eixo Principal","-","116BBA0770","ENTR BR-242(A) (P/ PARAGUAÇU)","ENTR BR-242(B)/BA-120(B) (P/CASTRO ALVES)","498.7","500","1.3","PAV","","116BBA0770;242BBA0070","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0780","ENTR BR-242(B)/BA-120(B) (P/CASTRO ALVES)","ENTR BA-493 (ITATIM)","500","525.3","25.3","PAV","","116BBA0780","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0790","ENTR BA-493 (ITATIM)","ENTR BA-046 (P/ AMARGOSA)","525.3","547.3","22","PAV","","116BBA0790","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0791","ENTR BA-046 (P/ AMARGOSA)","ENTR BA-026(A) (P/ BREJÕES)","547.3","566.7","19.4","PAV","","116BBA0791","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0792","ENTR BA-026(A) (P/ BREJÕES)","ENTR BA-026(B) (P/ NOVA ITARANA)","566.7","570.6","3.9","PAV","","116BBA0792","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0810","ENTR BA-026(B) (P/ NOVA ITARANA)","ENTR BA-553 (P/ SANTA INÊS)","570.6","593.2","22.6","PAV","","116BBA0810","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0812","ENTR BA-553 (P/ SANTA INÊS)","ENTR BA-888 (P/IRAJUBA)","593.2","608.7","15.5","PAV","","116BBA0812","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0814","ENTR BA-888 (P/IRAJUBA)","ENTR BA-250 (ITAQUARA)","608.7","625","16.3","PAV","","116BBA0814","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0830","ENTR BA-250 (ITAQUARA)","ENTR BR-420/BA-250 (P/JAGUAQUARA)","625","637.4","12.4","PAV","","116BBA0830","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0832","ENTR BR-420/BA-250 (P/JAGUAQUARA)","ENTR BA-555 (P/ LAFAIETE COUTINHO)","637.4","658.3","20.9","PAV","","116BBA0832","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0850","ENTR BA-555 (P/ LAFAIETE COUTINHO)","ENTR BR-330(A) (P/JEQUIÉ)","658.3","676.2","17.9","PAV","","116BBA0850","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0870","ENTR BR-330(A) (P/JEQUIÉ)","ENTR BR-330(B)","676.2","679","2.8","PAV","","116BBA0870;330BBA0230","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0890","ENTR BR-330(B)","CONTORNO DE JEQUIÉ","679","680.6","1.6","PAV","","116BBA0890","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0910","CONTORNO DE JEQUIÉ","MANUEL VITORINO","680.6","713.2","32.6","PAV","","116BBA0910","Concessão Federal","","","","Federal","PAV","Jequié"
"116","BA","Eixo Principal","-","116BBA0915","MANUEL VITORINO","ENTR BR-030(A) (P/ BOA NOVA)","713.2","739.6","26.4","PAV","","116BBA0915","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","Coinc","116BBA0925","ENTR BR-030(A) (P/ BOA NOVA)","ENTR BR-030(B) (P/ BOM JESUS DA SERRA)","739.6","742.6","3","PAV","","030BBA0380;116BBA0925","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0930","ENTR BR-030(B) (P/ BOM JESUS DA SERRA)","ENTR BA-262(A) (POÇÕES) (P/ NOVA CANAÃ)","742.6","763.5","20.9","PAV","","116BBA0930","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0932","ENTR BA-262(A) (POÇÕES) (P/ NOVA CANAÃ)","ENTR BA-642 (PLANALTO)","763.5","785.3","21.8","PAV","","116BBA0932","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0934","ENTR BA-642 (PLANALTO)","ENTR BA-641 (P/ LUCAIA)","785.3","791.6","6.3","PAV","","116BBA0934","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0950","ENTR BA-641 (P/ LUCAIA)","ENTR BA-959 (P/JOSÉ GONÇALVES)","791.6","813.9","22.3","PAV","","116BBA0950","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0955","ENTR BA-959 (P/JOSÉ GONÇALVES)","ENTR ANEL RODOVIÁRIO JADIEL MATOS (VITÓRIA DA CONQUISTA)","813.9","827.5","13.6","PAV","","116BBA0955","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0957","ENTR ANEL RODOVIÁRIO JADIEL MATOS (VITÓRIA DA CONQUISTA)","ENTR BR-407/BA-262(B)","827.5","831.3","3.8","PAV","","116BBA0957","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0960","ENTR BR-407/BA-262(B)","ENTR BR-415 (VITÓRIA DA CONQUISTA)","831.3","834.4","3.1","PAV","","116BBA0960","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0965","ENTR BR-415 (VITÓRIA DA CONQUISTA)","ENTR BA-263","834.4","837.2","2.8","PAV","","116BBA0965","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0970","ENTR BA-263","INÍCIO PONTE S/ RIO PARDO (CÂNDIDO SALES)","837.2","919.5","82.3","PAV","","116BBA0970","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0972","INÍCIO PONTE S/ RIO PARDO (CÂNDIDO SALES)","ENTR BA-270 (P/ ENCRUZILHADA)","919.5","922","2.5","PAV","","116BBA0972","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
"116","BA","Eixo Principal","-","116BBA0990","ENTR BA-270 (P/ ENCRUZILHADA)","DIV BA/MG","922","944.7","22.7","PAV","","116BBA0990","Concessão Federal","","","","Federal","PAV","Vitória da Conquista"
